ID,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,Name_hash
99,M,30.0,181.0,79.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Men's Sabre, Team",Silver,1654f641e0ba956041d97676262995597e834bc8433cd8a1d773f1c271a734d1
100,M,22.0,,,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Men's 100 metres Freestyle,,69a092c0a0ba34c8620c23340af70bd066b00d0d544030a5fa4b764cb4f99c56
100,M,22.0,,,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,69a092c0a0ba34c8620c23340af70bd066b00d0d544030a5fa4b764cb4f99c56
507,M,21.0,192.0,88.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Bronze,05f99743e5f4f1a53afcbd4f6d9f7bfb1f771cd7f7c1c7a979b12d3cea611543
507,M,21.0,192.0,88.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold,05f99743e5f4f1a53afcbd4f6d9f7bfb1f771cd7f7c1c7a979b12d3cea611543
507,M,25.0,192.0,88.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver,05f99743e5f4f1a53afcbd4f6d9f7bfb1f771cd7f7c1c7a979b12d3cea611543
733,F,16.0,,,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Women's 100 metres Freestyle,,c9f8ea78e2b6b873d31c16e108ca9458b5ae4ed3ea1019b77ffa3b9c72fa597f
733,F,16.0,,,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,,c9f8ea78e2b6b873d31c16e108ca9458b5ae4ed3ea1019b77ffa3b9c72fa597f
744,M,23.0,,,Hungary,HUN,1924 Summer,1924,Summer,Paris,Football,Football Men's Football,,9ae56481dee0316f763a0fde1c8421b85042fe77bc244f2d07307cc4bfcd6348
778,M,20.0,,,Hungary,HUN,1912 Summer,1912,Summer,Stockholm,Water Polo,Water Polo Men's Water Polo,,ad2c4b87cca899899411b23a5bd2d7af89b5f69a711ce8da17e77608d60c49b9
797,M,23.0,175.0,71.0,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 400 metres,,3d781be2d0014e939afc16ed96b1c8f67d1a7b66787be8231216591bf64a2bcb
797,M,23.0,175.0,71.0,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 4 x 400 metres Relay,,3d781be2d0014e939afc16ed96b1c8f67d1a7b66787be8231216591bf64a2bcb
1007,M,22.0,,,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Cycling,"Cycling Men's Road Race, Individual",,22eacb58de67ccf537f21d3c9adfa1f77b5b7ed6dd8be02c82ac42842c5f7258
1007,M,22.0,,,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Cycling,"Cycling Men's Road Race, Team",,22eacb58de67ccf537f21d3c9adfa1f77b5b7ed6dd8be02c82ac42842c5f7258
1008,M,34.0,192.0,83.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Handball,Handball Men's Handball,,28c59515da95ee0d8d1afba3467443bea8cc46c051d061e08e5f1872beb2a260
1025,M,30.0,189.0,87.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver,f81aa6ba54f5e70e5bd0090e5b63c9058e21ff07a253d0b6d7fdf8628de093c7
1155,M,22.0,176.0,82.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Shooting,"Shooting Men's Air Pistol, 10 metres",,031ff40d45f923c54f854f218cfdbf1a73d650f6789daa852e8ce94b13b0291a
1155,M,22.0,176.0,82.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Shooting,"Shooting Men's Free Pistol, 50 metres",,031ff40d45f923c54f854f218cfdbf1a73d650f6789daa852e8ce94b13b0291a
1156,M,18.0,194.0,78.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 200 metres Freestyle,,30392dbe155b4ae2a945eea210aee751f426e3adb3b20f19f49bd76a50ccb525
1156,M,18.0,194.0,78.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Swimming,"Swimming Men's 1,500 metres Freestyle",,30392dbe155b4ae2a945eea210aee751f426e3adb3b20f19f49bd76a50ccb525
1157,M,17.0,187.0,78.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 100 metres Backstroke,,2f3a164fbe151f218252b57ef50d3a45288dfb00ca2fb310835715f1f922798c
1157,M,17.0,187.0,78.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 200 metres Backstroke,,2f3a164fbe151f218252b57ef50d3a45288dfb00ca2fb310835715f1f922798c
1157,M,21.0,187.0,78.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 200 metres Backstroke,,2f3a164fbe151f218252b57ef50d3a45288dfb00ca2fb310835715f1f922798c
1189,M,30.0,,,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",,1e0c6971b9580f143b259ff676ff88a75435b851ef6a98fa574b09a6253d9cc6
1189,M,30.0,,,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",,1e0c6971b9580f143b259ff676ff88a75435b851ef6a98fa574b09a6253d9cc6
1191,F,27.0,164.0,62.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Women's Foil, Team",Gold,38b6ad687ec049e4fad6fc0da91805b3a8e0a94c58e2fc0b5e62aaaad2a9b938
1559,F,25.0,170.0,56.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Long Jump,,5f0dbe9b15303143c030def84251982df094451ea0a0cdd253a32d9ce082532a
1559,F,29.0,170.0,56.0,Hungary,HUN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Long Jump,,5f0dbe9b15303143c030def84251982df094451ea0a0cdd253a32d9ce082532a
1709,M,28.0,170.0,65.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Jumping, Individual",,b62d6ec9003b0fe0b9a57d740d74116a18c26b8c181550e02c129897786ba6bf
1709,M,28.0,170.0,65.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Jumping, Team",,b62d6ec9003b0fe0b9a57d740d74116a18c26b8c181550e02c129897786ba6bf
2260,M,24.0,,,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Eights,,e2ed73540f8dd34e6e627f9417ed0a03151c8a3b03a0230cd603a50a90b10a81
2322,M,18.0,182.0,75.0,Hungary,HUN,1960 Summer,1960,Summer,Roma,Football,Football Men's Football,Bronze,142255671802f425ea691aef1f3aa0b36fc3dc65e6a32fb3e464ff00e7f6fc27
2624,F,27.0,164.0,63.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 10 kilometres Walk,,a89f433f9ad9bc34d2f7f9cc9c86b2c9b49071a739843931e32356c96d322cc4
2673,M,17.0,175.0,72.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,,a29e67b23d893353c8f54e1ca3534dc0a1412c633eb6be0e6a43d87e3693ffbc
2673,M,17.0,175.0,72.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 400 metres Individual Medley,,a29e67b23d893353c8f54e1ca3534dc0a1412c633eb6be0e6a43d87e3693ffbc
2778,M,22.0,155.0,52.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",,5c93b7bee040df3ab7d45e787f9cfea730f4bb2b61db91528274e2dc41b906e3
2778,M,26.0,155.0,52.0,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",,5c93b7bee040df3ab7d45e787f9cfea730f4bb2b61db91528274e2dc41b906e3
2904,F,23.0,173.0,59.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Lightweight Double Sculls,,d6a1a5ce92a0e524b23a8de57b972ff99fa83002807a9fa8828d9077d4aaa500
2957,M,26.0,176.0,68.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Long Jump,,b8b40ff739cd195a41e360e52621bc3327d379cc8c8142794e8a87b5140987e9
2959,F,15.0,148.0,40.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Individual All-Around,,dfc1cf2dd44a0f290a3432b07b5ad6e6f12d88b901931cc00d9e47cb640f23be
2959,F,15.0,148.0,40.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Team All-Around,,dfc1cf2dd44a0f290a3432b07b5ad6e6f12d88b901931cc00d9e47cb640f23be
2959,F,15.0,148.0,40.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Floor Exercise,,dfc1cf2dd44a0f290a3432b07b5ad6e6f12d88b901931cc00d9e47cb640f23be
2959,F,15.0,148.0,40.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Horse Vault,,dfc1cf2dd44a0f290a3432b07b5ad6e6f12d88b901931cc00d9e47cb640f23be
2959,F,15.0,148.0,40.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Uneven Bars,,dfc1cf2dd44a0f290a3432b07b5ad6e6f12d88b901931cc00d9e47cb640f23be
2959,F,15.0,148.0,40.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Balance Beam,,dfc1cf2dd44a0f290a3432b07b5ad6e6f12d88b901931cc00d9e47cb640f23be
2960,M,21.0,192.0,88.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",,ffa9568b30ebf5033d7ee481056da616713e6b1ca79bd2970437771b1ce78c5a
2962,F,13.0,158.0,60.0,Hungary,HUN,1964 Winter,1964,Winter,Innsbruck,Figure Skating,Figure Skating Women's Singles,,b2d2bb946905788042ddb66510563a8022b5e08a93f01bc1db8950ed9fa915e7
2962,F,17.0,158.0,60.0,Hungary,HUN,1968 Winter,1968,Winter,Grenoble,Figure Skating,Figure Skating Women's Singles,,b2d2bb946905788042ddb66510563a8022b5e08a93f01bc1db8950ed9fa915e7
2962,F,21.0,158.0,60.0,Hungary,HUN,1972 Winter,1972,Winter,Sapporo,Figure Skating,Figure Skating Women's Singles,,b2d2bb946905788042ddb66510563a8022b5e08a93f01bc1db8950ed9fa915e7
3229,M,28.0,186.0,91.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Heavyweight,,648bf43480e4056d94f68f20515867a85061c7f463039f963a2876ff8a97286d
3371,M,23.0,164.0,68.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Weightlifting,Weightlifting Men's Lightweight,,246de209bedfd905e261f843579a68a80f24b2590b26ac84c62a2aa146eb8be6
3375,M,32.0,,,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",,e227c1516eaaa3f715ee9ff8193e9951805e7b4031e35994a2f086f9f12b983f
3378,F,20.0,178.0,72.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Women's Single Sculls,,4a7e6923346445ac853041f7869ef4752c02c0dc789bed4e477aef0f9c1747ae
3378,F,24.0,178.0,72.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Women's Single Sculls,,4a7e6923346445ac853041f7869ef4752c02c0dc789bed4e477aef0f9c1747ae
3379,M,31.0,185.0,90.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Water Polo,Water Polo Men's Water Polo,Gold,3533091d953e60e9b5c615f410a66df2a2c463c442aee2d9edd9896e1d743857
4053,M,,,,Hungary,HUN,1948 Summer,1948,Summer,London,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",,feab664328bf9a321c866d9b6c322af124c35212f2b84a3b95f15136b949c046
4359,F,21.0,163.0,63.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Handball,Handball Women's Handball,Bronze,d20a9b590bb6c9beea4184aaf4811deeaf09bb124fbd55091632506e686c49f9
4359,F,25.0,163.0,63.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Handball,Handball Women's Handball,,d20a9b590bb6c9beea4184aaf4811deeaf09bb124fbd55091632506e686c49f9
4360,M,21.0,,,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Men's 400 metres Freestyle,,a5f2ce85797b6e1db001622ae7f73f4f3ae1b19660a44d5a398fbdf9b2059dd5
4360,M,21.0,,,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Swimming,"Swimming Men's 1,500 metres Freestyle",,a5f2ce85797b6e1db001622ae7f73f4f3ae1b19660a44d5a398fbdf9b2059dd5
4362,M,34.0,193.0,85.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Men's Running Target, 10 metres",,cea9964575df2ff5633fa6b1d251a8659c791f8c4ecdb17376864e24534532b0
4439,M,23.0,194.0,118.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Hammer Throw,,4bf609ed978ab6a562afe825dc6f339060625da290cc5ac36314e7bcb4879e43
4439,M,27.0,194.0,118.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Hammer Throw,,4bf609ed978ab6a562afe825dc6f339060625da290cc5ac36314e7bcb4879e43
4439,M,31.0,194.0,118.0,Hungary,HUN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Hammer Throw,,4bf609ed978ab6a562afe825dc6f339060625da290cc5ac36314e7bcb4879e43
4479,F,18.0,169.0,62.0,Hungary,HUN,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,,317a7ae4feb3a7308ec3108be9d245ffca0f395b3fdd0bfff4efb3dd4897c6d2
4479,F,22.0,169.0,62.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,,317a7ae4feb3a7308ec3108be9d245ffca0f395b3fdd0bfff4efb3dd4897c6d2
4482,M,23.0,180.0,70.0,Hungary,HUN,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 800 metres,,bc87af2c2341fd2cf86ee74470d11e3f87aae8442d565a5551bac97c96b2bb71
4484,M,30.0,,,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Water Polo,Water Polo Men's Water Polo,Gold,e75a73a4bcc1afaf296bd3e0dbabb6e788bdc283166c8ab16fd964f458691a99
4485,M,24.0,189.0,87.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",,dc926b87781b402c154ff4994b50a9a206eb6fa0df2fda4306c53a8932e0380a
4487,F,23.0,164.0,66.0,Hungary,HUN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Women's Javelin Throw,,f1a83b3a2f22a849109d906d09b56a6919f11cb9cb1961c552db5391597dc428
4487,F,27.0,164.0,66.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's Javelin Throw,Silver,f1a83b3a2f22a849109d906d09b56a6919f11cb9cb1961c552db5391597dc428
4487,F,31.0,164.0,66.0,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's Javelin Throw,,f1a83b3a2f22a849109d906d09b56a6919f11cb9cb1961c552db5391597dc428
4489,M,23.0,168.0,85.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Weightlifting,Weightlifting Men's Light-Heavyweight,,edbb3eb626d813bd30f8e6f797b0ba41519eae2490045cf2136c95020fd93412
4489,M,27.0,168.0,85.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Weightlifting,Weightlifting Men's Middle-Heavyweight,,edbb3eb626d813bd30f8e6f797b0ba41519eae2490045cf2136c95020fd93412
4595,M,,,,Hungary,HUN,1908 Summer,1908,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,,c4f0457b32b4e25b7f81ecb61b90d32cbce10ebe834eb52f43efaf8196fe92c3
4683,M,,,,Hungary,HUN,1906 Summer,1906,Summer,Athina,Fencing,"Fencing Men's Foil, Individual",,d0a5ba99d29f3aca486632faa4f01a8479bdca0de23fdb951b441a1954d009f0
4683,M,,,,Hungary,HUN,1906 Summer,1906,Summer,Athina,Fencing,"Fencing Men's Sabre, Individual",,d0a5ba99d29f3aca486632faa4f01a8479bdca0de23fdb951b441a1954d009f0
4683,M,,,,Hungary,HUN,1906 Summer,1906,Summer,Athina,Fencing,"Fencing Men's Sabre, Individual, Three Hits",,d0a5ba99d29f3aca486632faa4f01a8479bdca0de23fdb951b441a1954d009f0
4683,M,,,,Hungary,HUN,1906 Summer,1906,Summer,Athina,Fencing,"Fencing Men's Sabre, Team",,d0a5ba99d29f3aca486632faa4f01a8479bdca0de23fdb951b441a1954d009f0
4683,M,,,,Hungary,HUN,1908 Summer,1908,Summer,London,Fencing,"Fencing Men's Sabre, Individual",,d0a5ba99d29f3aca486632faa4f01a8479bdca0de23fdb951b441a1954d009f0
4746,M,31.0,,,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Athletics,"Athletics Men's 3,000 metres Steeplechase",,d668b4634ef4d187f0851e4c5a7ac1450eb8dbe3c1519c590f9e374618135ec2
4772,M,28.0,,,Hungary,HUN,1912 Summer,1912,Summer,Stockholm,Gymnastics,Gymnastics Men's Team All-Around,Silver,2fe633c571c8151e611f250a3bb1066a0effee82fce969037bd686b5123af1f2
4838,M,22.0,169.0,63.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Individual All-Around,,3b85ed875f3b79824531bd2f96920ebb3270040eaf9febcdd29e6c3c9b75cde5
4838,M,22.0,169.0,63.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Team All-Around,,3b85ed875f3b79824531bd2f96920ebb3270040eaf9febcdd29e6c3c9b75cde5
4838,M,22.0,169.0,63.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Floor Exercise,,3b85ed875f3b79824531bd2f96920ebb3270040eaf9febcdd29e6c3c9b75cde5
4838,M,22.0,169.0,63.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Horse Vault,,3b85ed875f3b79824531bd2f96920ebb3270040eaf9febcdd29e6c3c9b75cde5
4838,M,22.0,169.0,63.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Parallel Bars,,3b85ed875f3b79824531bd2f96920ebb3270040eaf9febcdd29e6c3c9b75cde5
4838,M,22.0,169.0,63.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Horizontal Bar,,3b85ed875f3b79824531bd2f96920ebb3270040eaf9febcdd29e6c3c9b75cde5
4838,M,22.0,169.0,63.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Rings,,3b85ed875f3b79824531bd2f96920ebb3270040eaf9febcdd29e6c3c9b75cde5
4838,M,22.0,169.0,63.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Pommelled Horse,,3b85ed875f3b79824531bd2f96920ebb3270040eaf9febcdd29e6c3c9b75cde5
4838,M,26.0,169.0,63.0,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Individual All-Around,,3b85ed875f3b79824531bd2f96920ebb3270040eaf9febcdd29e6c3c9b75cde5
4838,M,26.0,169.0,63.0,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Team All-Around,,3b85ed875f3b79824531bd2f96920ebb3270040eaf9febcdd29e6c3c9b75cde5
4838,M,26.0,169.0,63.0,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Floor Exercise,,3b85ed875f3b79824531bd2f96920ebb3270040eaf9febcdd29e6c3c9b75cde5
4838,M,26.0,169.0,63.0,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Horse Vault,,3b85ed875f3b79824531bd2f96920ebb3270040eaf9febcdd29e6c3c9b75cde5
4838,M,26.0,169.0,63.0,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Parallel Bars,,3b85ed875f3b79824531bd2f96920ebb3270040eaf9febcdd29e6c3c9b75cde5
4838,M,26.0,169.0,63.0,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Horizontal Bar,,3b85ed875f3b79824531bd2f96920ebb3270040eaf9febcdd29e6c3c9b75cde5
4838,M,26.0,169.0,63.0,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Rings,,3b85ed875f3b79824531bd2f96920ebb3270040eaf9febcdd29e6c3c9b75cde5
4838,M,26.0,169.0,63.0,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Pommelled Horse,,3b85ed875f3b79824531bd2f96920ebb3270040eaf9febcdd29e6c3c9b75cde5
5175,F,29.0,180.0,70.0,Hungary,HUN,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Doubles,,c3d697ae544c0cf24025709e8c401b7a5356a1d2f65c31539e524e179c391fb4
5840,M,20.0,,,Hungary,HUN,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 400 metres Freestyle,,b99c26852687d3548d0ea085b30161492debc3f74c18b09a0f63acfae2c5f26d
5840,M,20.0,,,Hungary,HUN,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,,b99c26852687d3548d0ea085b30161492debc3f74c18b09a0f63acfae2c5f26d
5840,M,20.0,,,Hungary,HUN,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 200 metres Butterfly,,b99c26852687d3548d0ea085b30161492debc3f74c18b09a0f63acfae2c5f26d
5889,M,29.0,186.0,110.0,Hungary,HUN,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",,8b4dddf1bb508fceaa1ff76a7d63cc4c895c1a8f8c327fce1318ab67778fe609
5889,M,33.0,186.0,110.0,Hungary,HUN,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",,8b4dddf1bb508fceaa1ff76a7d63cc4c895c1a8f8c327fce1318ab67778fe609
6418,M,22.0,168.0,62.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,,d618acc20bc3da859a4fea0f50d3ce8f0391205bdb16157568ed67e5792d88bf
6419,M,23.0,168.0,62.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,,1d47572a44ae3cf721c3131ae4576b81a0e32d8dfe4c017744d8d0da98a35a7c
6421,M,28.0,170.0,76.0,Hungary,HUN,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,,22e440864933c88a27162d53129030571da0d752c19d0c189d48ae9296ecd57e
6482,F,19.0,179.0,68.0,Hungary,HUN,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Singles,,7a37747b9bc59222235fbc3fc7ee4c27f9fa3cf66610170476c5f3bbc46f9aad
6482,F,19.0,179.0,68.0,Hungary,HUN,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Doubles,,7a37747b9bc59222235fbc3fc7ee4c27f9fa3cf66610170476c5f3bbc46f9aad
6482,F,23.0,179.0,68.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Singles,,7a37747b9bc59222235fbc3fc7ee4c27f9fa3cf66610170476c5f3bbc46f9aad
6482,F,23.0,179.0,68.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Doubles,,7a37747b9bc59222235fbc3fc7ee4c27f9fa3cf66610170476c5f3bbc46f9aad
6627,M,25.0,188.0,95.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",,ca7706a46224f433038061d40a059a8469590679f48c6f68044186646bc8c2c1
6628,M,23.0,188.0,84.0,Hungary,HUN,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's Triple Jump,,dc14f4b4b100cc2bc159178cd82456c3c2988d61f158be4ab5555413d47554c9
6628,M,23.0,188.0,84.0,Hungary,HUN,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's Decathlon,,dc14f4b4b100cc2bc159178cd82456c3c2988d61f158be4ab5555413d47554c9
6628,M,27.0,188.0,84.0,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Pole Vault,,dc14f4b4b100cc2bc159178cd82456c3c2988d61f158be4ab5555413d47554c9
6628,M,27.0,188.0,84.0,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Decathlon,,dc14f4b4b100cc2bc159178cd82456c3c2988d61f158be4ab5555413d47554c9
6629,M,25.0,175.0,82.0,Hungary,HUN,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",,6dd5d16d9ea30cadaf2033ce1fc5d079cb14b50a69a56c0361444ab1dcaad923
6629,M,29.0,175.0,82.0,Hungary,HUN,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",,6dd5d16d9ea30cadaf2033ce1fc5d079cb14b50a69a56c0361444ab1dcaad923
6629,M,33.0,175.0,82.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",,6dd5d16d9ea30cadaf2033ce1fc5d079cb14b50a69a56c0361444ab1dcaad923
6630,F,22.0,172.0,61.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Women's Two Person Dinghy,,3293883bccb61c9fae12d089092fb9500b01a5efc2196bfee0869a0a8d59203e
6631,F,18.0,170.0,61.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Women's One Person Dinghy,,0abb396af8f1f91a0352439b4d75514ad7bc839af45e19d705a9eda87dd10cc9
6633,M,28.0,177.0,72.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Welterweight,,3b0e112ffcd8c7b70425131a2a49cd74c48adb430ac47536a6ec60a1ccbbbb08
6634,M,24.0,,,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,,2da385e85fc6ae656d0448c8f8c8ce120768cc31b249315564f15bf28f77ce99
6635,M,19.0,168.0,67.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Light-Welterweight,,b6ddee8d72fccbe9778346e424ee2ee03bf77eccf5b9b736e1da7a794b73f200
