ID,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,Name_hash
44345,M,22.0,176.0,68.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Men's Foil, Team",,b2e965b67259b225f2ef13ef777e7c57f39dc976474b2a03b505df446e2fd309
44346,M,20.0,186.0,83.0,Hungary,HUN,1948 Summer,1948,Summer,London,Water Polo,Water Polo Men's Water Polo,Silver,2190333e0267f35ace0387533b4121c5a51f1c981aa709b01689aa97dac2c7d7
44346,M,24.0,186.0,83.0,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Water Polo,Water Polo Men's Water Polo,Gold,2190333e0267f35ace0387533b4121c5a51f1c981aa709b01689aa97dac2c7d7
44346,M,29.0,186.0,83.0,Hungary,HUN,1956 Summer,1956,Summer,Melbourne,Water Polo,Water Polo Men's Water Polo,Gold,2190333e0267f35ace0387533b4121c5a51f1c981aa709b01689aa97dac2c7d7
44346,M,32.0,186.0,83.0,Hungary,HUN,1960 Summer,1960,Summer,Roma,Water Polo,Water Polo Men's Water Polo,Bronze,2190333e0267f35ace0387533b4121c5a51f1c981aa709b01689aa97dac2c7d7
44346,M,36.0,186.0,83.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Water Polo,Water Polo Men's Water Polo,Gold,2190333e0267f35ace0387533b4121c5a51f1c981aa709b01689aa97dac2c7d7
44347,F,23.0,166.0,57.0,Hungary,HUN,1948 Summer,1948,Summer,London,Athletics,Athletics Women's High Jump,,c6b3aadfe54be54c98da4577714508d060a1f9c3f841ba69bba3be4bb3f57f20
44347,F,23.0,166.0,57.0,Hungary,HUN,1948 Summer,1948,Summer,London,Athletics,Athletics Women's Long Jump,Gold,c6b3aadfe54be54c98da4577714508d060a1f9c3f841ba69bba3be4bb3f57f20
44347,F,27.0,166.0,57.0,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Women's 200 metres,,c6b3aadfe54be54c98da4577714508d060a1f9c3f841ba69bba3be4bb3f57f20
44347,F,27.0,166.0,57.0,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Women's 4 x 100 metres Relay,,c6b3aadfe54be54c98da4577714508d060a1f9c3f841ba69bba3be4bb3f57f20
44347,F,27.0,166.0,57.0,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Women's Long Jump,,c6b3aadfe54be54c98da4577714508d060a1f9c3f841ba69bba3be4bb3f57f20
44347,F,32.0,166.0,57.0,Hungary,HUN,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's Long Jump,,c6b3aadfe54be54c98da4577714508d060a1f9c3f841ba69bba3be4bb3f57f20
44350,M,25.0,177.0,75.0,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,,711a7dd1e6e88fe143f77039e7e667da2dfac13315bf71f3bf098ebeb6bd7113
44350,M,25.0,177.0,75.0,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 200 metres,,711a7dd1e6e88fe143f77039e7e667da2dfac13315bf71f3bf098ebeb6bd7113
44350,M,25.0,177.0,75.0,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 100 metres Relay,,711a7dd1e6e88fe143f77039e7e667da2dfac13315bf71f3bf098ebeb6bd7113
44351,F,19.0,180.0,61.0,Hungary,HUN,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,,6571c38c9b8b541f3a9a8c5e275aa6840fe8b4573fddca1962f8163ac46d46bd
44351,F,22.0,180.0,61.0,Hungary,HUN,2008 Summer,2008,Summer,Beijing,Modern Pentathlon,Modern Pentathlon Women's Individual,,6571c38c9b8b541f3a9a8c5e275aa6840fe8b4573fddca1962f8163ac46d46bd
44352,F,19.0,,,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 400 metres Freestyle,Gold,89bae1a63a9237d3e0f6bfc431ee10d3ef531cbfff1553b33979d85066cfaef3
44352,F,23.0,,,Hungary,HUN,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Women's 100 metres Freestyle,,89bae1a63a9237d3e0f6bfc431ee10d3ef531cbfff1553b33979d85066cfaef3
44352,F,23.0,,,Hungary,HUN,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Women's 400 metres Freestyle,,89bae1a63a9237d3e0f6bfc431ee10d3ef531cbfff1553b33979d85066cfaef3
44352,F,23.0,,,Hungary,HUN,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,,89bae1a63a9237d3e0f6bfc431ee10d3ef531cbfff1553b33979d85066cfaef3
44357,F,20.0,178.0,72.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Women's Coxed Quadruple Sculls,,ef402bb398734777416dce7d8e17239da8bde4d3de27332fc4d3073a0071464f
44357,F,24.0,178.0,72.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Women's Coxed Quadruple Sculls,,ef402bb398734777416dce7d8e17239da8bde4d3de27332fc4d3073a0071464f
44367,M,20.0,187.0,88.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Water Polo,Water Polo Men's Water Polo,,f54a9641fb8494e6570638f2a1c125b452735c0edb75088bd25d45a798bdcad9
44367,M,24.0,187.0,88.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Water Polo,Water Polo Men's Water Polo,,f54a9641fb8494e6570638f2a1c125b452735c0edb75088bd25d45a798bdcad9
44367,M,28.0,187.0,88.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Water Polo,Water Polo Men's Water Polo,,f54a9641fb8494e6570638f2a1c125b452735c0edb75088bd25d45a798bdcad9
44368,M,24.0,,,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,,4ba4b11f6dc0048ce0c4ada3373399af158f39c3a2debcb25da3439e8abef0a7
44368,M,24.0,,,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Men's 100 metres Backstroke,,4ba4b11f6dc0048ce0c4ada3373399af158f39c3a2debcb25da3439e8abef0a7
44370,M,35.0,175.0,73.0,Hungary,HUN,1960 Summer,1960,Summer,Roma,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",,28afaad844a886c820f3b31d9e1285308001a9153b0f168a37d990bc1cd1eb81
44371,F,29.0,168.0,55.0,Hungary,HUN,2004 Summer,2004,Summer,Athina,Sailing,Sailing Women's Windsurfer,,9b6f4e9dea42b21b685392cb9adb2ef38f248d8d967cd82c1e4e8d824c1d22e7
44372,F,22.0,172.0,70.0,Hungary,HUN,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Women's Water Polo,,85580ec1eb61926aa0dad9f934b6173d50458dda0e6db3af3f4fdcf4dcaaaa09
44372,F,26.0,172.0,70.0,Hungary,HUN,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Women's Water Polo,,85580ec1eb61926aa0dad9f934b6173d50458dda0e6db3af3f4fdcf4dcaaaa09
44374,F,22.0,176.0,57.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's High Jump,,663185cf80b27d4bcbf025b7f41f704976f6b2dad62278bc97943d12a1506e59
44375,M,30.0,,,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Cycling,Cycling Men's Sprint,,1f97a30c6039e06366d6652e954914aac6effa22a85a8a9f6fc6d7fc69332c2e
44376,F,16.0,,,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Women's 100 metres Backstroke,,6d61d8eca9e506aa9a538deb52378106f98e1501a986646a941b3ddefa643f76
44377,M,26.0,,,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Handball,Handball Men's Handball,,5a5f73abd2a441a118c164ad9226210c512460f81667edf413f1e1f9ba7d5a7a
44378,M,28.0,,,Hungary,HUN,1948 Summer,1948,Summer,London,Water Polo,Water Polo Men's Water Polo,Silver,019dd6cd6a207ba0f14e2957d6e60bb81a4b4e99b02a222fc2f241cfd2861150
44380,F,20.0,175.0,56.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Backstroke,,43a65f4cec99b86cd3c18a82dc77e47ea721af0e2f4da64bc841521aadfd7c3a
44381,M,24.0,,,Hungary,HUN,1924 Summer,1924,Summer,Paris,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",,2623a4d216ffdd24ee2f2b9d487b3864f2d195c2863b7ae5673f3fa1af71cce2
44382,M,26.0,,,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Coxless Pairs,,e08d07ee07615c7f552795ddfe5bb85a1060670e6dc48137d2bc92c19a3716f6
44382,M,26.0,,,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Pairs,,e08d07ee07615c7f552795ddfe5bb85a1060670e6dc48137d2bc92c19a3716f6
44395,M,21.0,180.0,73.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres,,3ccc72c8e9d6b53297887092e2a02fd3db35bd35d200afa461e11855bd5e1d4c
44396,M,22.0,187.0,95.0,Hungary,HUN,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,,c2f29cd6f2f74efc038c45c133860f2d9cc1294c349dd33997a812b74531c203
44396,M,26.0,187.0,95.0,Hungary,HUN,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,,c2f29cd6f2f74efc038c45c133860f2d9cc1294c349dd33997a812b74531c203
44396,M,26.0,187.0,95.0,Hungary,HUN,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,,c2f29cd6f2f74efc038c45c133860f2d9cc1294c349dd33997a812b74531c203
44397,M,22.0,158.0,48.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",,ceec77e0e7962c6ef08a43435f10bc6586b6babfd6f8926e26e6a7634d01f84d
44398,M,23.0,190.0,91.0,Hungary,HUN,1994 Winter,1994,Winter,Lillehammer,Bobsleigh,Bobsleigh Men's Two,,08a05571299aa1058e220cf3732f970168b2efea6463c3e803a0505762860f18
44398,M,29.0,190.0,91.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,,08a05571299aa1058e220cf3732f970168b2efea6463c3e803a0505762860f18
44400,M,24.0,187.0,90.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",Gold,9906a6e2f454e51e876c275a995c0e0f5bf1b6074cd85a4349f804826fbdee58
44400,M,24.0,187.0,90.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold,9906a6e2f454e51e876c275a995c0e0f5bf1b6074cd85a4349f804826fbdee58
44400,M,27.0,187.0,90.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",Silver,9906a6e2f454e51e876c275a995c0e0f5bf1b6074cd85a4349f804826fbdee58
44400,M,27.0,187.0,90.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",,9906a6e2f454e51e876c275a995c0e0f5bf1b6074cd85a4349f804826fbdee58
44400,M,27.0,187.0,90.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver,9906a6e2f454e51e876c275a995c0e0f5bf1b6074cd85a4349f804826fbdee58
44400,M,31.0,187.0,90.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",,9906a6e2f454e51e876c275a995c0e0f5bf1b6074cd85a4349f804826fbdee58
44404,M,22.0,175.0,66.0,Hungary,HUN,1956 Summer,1956,Summer,Melbourne,Fencing,"Fencing Men's Foil, Individual",,63b0058f6c30a5e45b4bb1e61c99f51c7c506a12a2973aac54833673dcf1426e
44404,M,22.0,175.0,66.0,Hungary,HUN,1956 Summer,1956,Summer,Melbourne,Fencing,"Fencing Men's Foil, Team",Bronze,63b0058f6c30a5e45b4bb1e61c99f51c7c506a12a2973aac54833673dcf1426e
44404,M,26.0,175.0,66.0,Hungary,HUN,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's Foil, Team",,63b0058f6c30a5e45b4bb1e61c99f51c7c506a12a2973aac54833673dcf1426e
44404,M,30.0,175.0,66.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Men's Foil, Individual",,63b0058f6c30a5e45b4bb1e61c99f51c7c506a12a2973aac54833673dcf1426e
44404,M,30.0,175.0,66.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Men's Foil, Team",,63b0058f6c30a5e45b4bb1e61c99f51c7c506a12a2973aac54833673dcf1426e
44405,M,26.0,200.0,105.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Handball,Handball Men's Handball,,468b63005e2418417317b23ee03cb0865258371d239b71d9dc64e66f279c627a
44406,M,24.0,186.0,105.0,Hungary,HUN,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Men's Heavyweight,,c35ba888f599a574363264e6133182e6cdb818b69c29b65bfa75ef5005fdeb1b
44410,M,15.0,185.0,77.0,Hungary,HUN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 200 metres Breaststroke,Silver,744a28e5b3cc395bb7062cd6d5a6cb7598935bb303d4a291088fe043cd6872a0
44410,M,19.0,185.0,77.0,Hungary,HUN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Breaststroke,,744a28e5b3cc395bb7062cd6d5a6cb7598935bb303d4a291088fe043cd6872a0
44410,M,19.0,185.0,77.0,Hungary,HUN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Breaststroke,,744a28e5b3cc395bb7062cd6d5a6cb7598935bb303d4a291088fe043cd6872a0
44410,M,23.0,185.0,77.0,Hungary,HUN,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Breaststroke,,744a28e5b3cc395bb7062cd6d5a6cb7598935bb303d4a291088fe043cd6872a0
44410,M,23.0,185.0,77.0,Hungary,HUN,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 200 metres Breaststroke,Gold,744a28e5b3cc395bb7062cd6d5a6cb7598935bb303d4a291088fe043cd6872a0
44410,M,23.0,185.0,77.0,Hungary,HUN,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,,744a28e5b3cc395bb7062cd6d5a6cb7598935bb303d4a291088fe043cd6872a0
44410,M,27.0,185.0,77.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Breaststroke,,744a28e5b3cc395bb7062cd6d5a6cb7598935bb303d4a291088fe043cd6872a0
44410,M,27.0,185.0,77.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Breaststroke,,744a28e5b3cc395bb7062cd6d5a6cb7598935bb303d4a291088fe043cd6872a0
44410,M,27.0,185.0,77.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,,744a28e5b3cc395bb7062cd6d5a6cb7598935bb303d4a291088fe043cd6872a0
44411,M,20.0,178.0,72.0,Hungary,HUN,2012 Summer,2012,Summer,London,Swimming,"Swimming Men's 1,500 metres Freestyle",,2f9b3e2f78e674891e66aa81b22f8e8f61521f12e66732e32188b2f8b1cbe3fc
44411,M,24.0,178.0,72.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"Swimming Men's 1,500 metres Freestyle",,2f9b3e2f78e674891e66aa81b22f8e8f61521f12e66732e32188b2f8b1cbe3fc
44411,M,24.0,178.0,72.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Individual Medley,,2f9b3e2f78e674891e66aa81b22f8e8f61521f12e66732e32188b2f8b1cbe3fc
44442,M,18.0,185.0,80.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,,f4421447bfbba77aa08c611d05bf6e17f3b6e0a2242e36a74d0aa41bb2209c8f
44442,M,30.0,185.0,80.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Sailing,Sailing Mixed One Person Dinghy,,f4421447bfbba77aa08c611d05bf6e17f3b6e0a2242e36a74d0aa41bb2209c8f
44496,F,21.0,164.0,58.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Diving,Diving Women's Springboard,,5faa31a799ac38e75be638c294ce17cfc2912092afce813b21485bdc01e1ebe0
44512,M,25.0,,,Hungary,HUN,1924 Winter,1924,Winter,Chamonix,Nordic Combined,Nordic Combined Men's Individual,,d161e7123bfc349991def174c45f0335b46726a44d743bfffedf6eb5df86ee25
44536,M,19.0,178.0,75.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Cycling,Cycling Men's Sprint,,005b4faabb7036a8e29a86f62e4ca3af8de28680ec68e1f5fda5ce6754b14ba2
44536,M,19.0,178.0,75.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Cycling,"Cycling Men's 1,000 metres Time Trial",,005b4faabb7036a8e29a86f62e4ca3af8de28680ec68e1f5fda5ce6754b14ba2
44536,M,19.0,178.0,75.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",,005b4faabb7036a8e29a86f62e4ca3af8de28680ec68e1f5fda5ce6754b14ba2
44610,M,26.0,189.0,100.0,Hungary,HUN,2008 Summer,2008,Summer,Beijing,Judo,Judo Men's Half-Heavyweight,,df5eee5b103ade3b18bbc93ddc025e93f7a492eef4c6bc21ef438d122c7e9765
44850,M,26.0,180.0,78.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",,0a1eb6c60bebbee61eea14f68a369744a78fd8417c74a8fc0b3f4737dc37d75b
44853,M,25.0,194.0,104.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Men's One Person Dinghy,,f1e8d06070ecb42c7c0f56037b1fa4c320b1b3f5036e507f08742acdb3148161
44853,M,29.0,194.0,104.0,Hungary,HUN,2004 Summer,2004,Summer,Athina,Sailing,Sailing Men's One Person Dinghy,,f1e8d06070ecb42c7c0f56037b1fa4c320b1b3f5036e507f08742acdb3148161
44854,M,23.0,,,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Fencing,"Fencing Men's epee, Individual",,2b9e6772f6dd0a65c2514796cb6e8c6980873f5159a6f1c6fc3bb708ecc65806
44854,M,23.0,,,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Fencing,"Fencing Men's epee, Team",,2b9e6772f6dd0a65c2514796cb6e8c6980873f5159a6f1c6fc3bb708ecc65806
44855,M,20.0,188.0,82.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",,6b4a7fdae548c62e78669383aeb330d19214748c3920d5196369de895d6f20be
44873,M,18.0,172.0,62.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Diving,Diving Men's Platform,,ee22866f21321819ba68a8a2350d5d539a93b7f2c8ea26875d45af1f87bbb37b
44873,M,22.0,172.0,62.0,Hungary,HUN,2004 Summer,2004,Summer,Athina,Diving,Diving Men's Platform,,ee22866f21321819ba68a8a2350d5d539a93b7f2c8ea26875d45af1f87bbb37b
44875,M,18.0,,,Hungary,HUN,1896 Summer,1896,Summer,Athina,Swimming,Swimming Men's 100 metres Freestyle,Gold,6a0f4c42b7142bf3cdccdb119d46d08aa94423fa1324d6cd16ed6253bb028c21
44875,M,18.0,,,Hungary,HUN,1896 Summer,1896,Summer,Athina,Swimming,"Swimming Men's 1,200 metres Freestyle",Gold,6a0f4c42b7142bf3cdccdb119d46d08aa94423fa1324d6cd16ed6253bb028c21
44875,M,46.0,,,Hungary,HUN,1924 Summer,1924,Summer,Paris,Art Competitions,Art Competitions Mixed Architecture,Silver,6a0f4c42b7142bf3cdccdb119d46d08aa94423fa1324d6cd16ed6253bb028c21
44875,M,50.0,,,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",,6a0f4c42b7142bf3cdccdb119d46d08aa94423fa1324d6cd16ed6253bb028c21
44875,M,50.0,,,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",,6a0f4c42b7142bf3cdccdb119d46d08aa94423fa1324d6cd16ed6253bb028c21
44875,M,50.0,,,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",,6a0f4c42b7142bf3cdccdb119d46d08aa94423fa1324d6cd16ed6253bb028c21
44875,M,50.0,,,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",,6a0f4c42b7142bf3cdccdb119d46d08aa94423fa1324d6cd16ed6253bb028c21
44875,M,50.0,,,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",,6a0f4c42b7142bf3cdccdb119d46d08aa94423fa1324d6cd16ed6253bb028c21
44875,M,50.0,,,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",,6a0f4c42b7142bf3cdccdb119d46d08aa94423fa1324d6cd16ed6253bb028c21
44875,M,50.0,,,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",,6a0f4c42b7142bf3cdccdb119d46d08aa94423fa1324d6cd16ed6253bb028c21
44875,M,50.0,,,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",,6a0f4c42b7142bf3cdccdb119d46d08aa94423fa1324d6cd16ed6253bb028c21
44875,M,50.0,,,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",,6a0f4c42b7142bf3cdccdb119d46d08aa94423fa1324d6cd16ed6253bb028c21
44875,M,50.0,,,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",,6a0f4c42b7142bf3cdccdb119d46d08aa94423fa1324d6cd16ed6253bb028c21
44875,M,50.0,,,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",,6a0f4c42b7142bf3cdccdb119d46d08aa94423fa1324d6cd16ed6253bb028c21
44875,M,50.0,,,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",,6a0f4c42b7142bf3cdccdb119d46d08aa94423fa1324d6cd16ed6253bb028c21
44875,M,50.0,,,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",,6a0f4c42b7142bf3cdccdb119d46d08aa94423fa1324d6cd16ed6253bb028c21
44875,M,50.0,,,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",,6a0f4c42b7142bf3cdccdb119d46d08aa94423fa1324d6cd16ed6253bb028c21
44875,M,50.0,,,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",,6a0f4c42b7142bf3cdccdb119d46d08aa94423fa1324d6cd16ed6253bb028c21
44875,M,50.0,,,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",,6a0f4c42b7142bf3cdccdb119d46d08aa94423fa1324d6cd16ed6253bb028c21
44875,M,50.0,,,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",,6a0f4c42b7142bf3cdccdb119d46d08aa94423fa1324d6cd16ed6253bb028c21
44875,M,50.0,,,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",,6a0f4c42b7142bf3cdccdb119d46d08aa94423fa1324d6cd16ed6253bb028c21
44875,M,50.0,,,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",,6a0f4c42b7142bf3cdccdb119d46d08aa94423fa1324d6cd16ed6253bb028c21
44875,M,50.0,,,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",,6a0f4c42b7142bf3cdccdb119d46d08aa94423fa1324d6cd16ed6253bb028c21
44875,M,50.0,,,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",,6a0f4c42b7142bf3cdccdb119d46d08aa94423fa1324d6cd16ed6253bb028c21
44875,M,50.0,,,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",,6a0f4c42b7142bf3cdccdb119d46d08aa94423fa1324d6cd16ed6253bb028c21
44875,M,50.0,,,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",,6a0f4c42b7142bf3cdccdb119d46d08aa94423fa1324d6cd16ed6253bb028c21
44875,M,50.0,,,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",,6a0f4c42b7142bf3cdccdb119d46d08aa94423fa1324d6cd16ed6253bb028c21
44875,M,50.0,,,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",,6a0f4c42b7142bf3cdccdb119d46d08aa94423fa1324d6cd16ed6253bb028c21
44875,M,50.0,,,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",,6a0f4c42b7142bf3cdccdb119d46d08aa94423fa1324d6cd16ed6253bb028c21
44875,M,50.0,,,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",,6a0f4c42b7142bf3cdccdb119d46d08aa94423fa1324d6cd16ed6253bb028c21
44875,M,50.0,,,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",,6a0f4c42b7142bf3cdccdb119d46d08aa94423fa1324d6cd16ed6253bb028c21
44875,M,54.0,,,Hungary,HUN,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Architecture, Unknown Event",,6a0f4c42b7142bf3cdccdb119d46d08aa94423fa1324d6cd16ed6253bb028c21
44876,M,19.0,,,Hungary,HUN,1906 Summer,1906,Summer,Athina,Swimming,Swimming Men's 4 x 250 metres Freestyle Relay,Gold,dc05428a9ea7b3b1e51838ca0c13592850a6aecb366820e40b2dc9b539337473
